accel,gyro,miclevel,Label
"-0.2502025365829468,1.2158665657043457,-0.5895440578460693","2.0981171131134033,-2.7497928142547607,-7.941850662231445","-6.865121364593506,-28.260696411132812",Waving
"-0.39594244956970215,1.370006799697876,-0.7494775056838989","1.5232456922531128,-1.7570223808288574,-9.836247444152832","-6.865121364593506,-21.319393157958984",Waving
"-0.29212886095046997,1.2250136137008667,-0.8232969045639038","0.9795268177986145,-0.34993430972099304,-10.220823287963867","-6.865121364593506,-22.34708023071289",Waving
"-0.202633798122406,1.228777289390564,-0.7004173994064331","1.9542876482009888,1.217344045639038,-8.838573455810547","-6.865121364593506,-23.58424186706543",Waving
"-0.21211564540863037,1.2042819261550903,-0.770258903503418","3.1014785766601562,1.107380986213684,-7.941080570220947","-6.865121364593506,-24.161785125732422",Waving
"0.012833595275878906,1.49871027469635,-0.9406096935272217","4.525299549102783,0.9221789240837097,-4.9409942626953125","-6.865121364593506,-24.99563217163086",Waving
"0.3682069182395935,2.133936643600464,-0.8644834756851196","4.874622821807861,1.7546511888504028,-2.575429677963257","-6.865121364593506,-26.203792572021484",Waving
"0.38017117977142334,2.3519978523254395,-0.7243235111236572","4.880616664886475,2.9644975662231445,-2.0398402214050293","-6.865121364593506,-26.488534927368164",Waving
"0.17303204536437988,2.204164981842041,-0.46150660514831543","1.9622350931167603,3.147303819656372,-1.4926788806915283","-6.865121364593506,-27.594635009765625",Waving
"-0.1904541254043579,1.7818878889083862,-0.46204912662506104","-4.0165324211120605,0.2088261842727661,0.8741873502731323","-6.865121364593506,-27.869617462158203",Waving
"-0.30993467569351196,1.5726810693740845,-0.5496276617050171","-6.008180618286133,-1.4970797300338745,2.3419172763824463","-6.865121364593506,-15.061759948730469",Waving
"-0.47720861434936523,1.197899580001831,-0.894748330116272","-7.476077079772949,-3.565143585205078,3.918342351913452","-6.865121364593506,-12.661052703857422",Waving
"-0.5228271484375,0.7112239599227905,-1.370980978012085","-7.332546710968018,-3.289959669113159,5.180734634399414","-7.422399997711182,-13.578686714172363",Waving
"-0.383622407913208,0.494728147983551,-1.2926925420761108","-6.185689926147461,-2.348238229751587,5.6989264488220215","-8.536957740783691,-11.973011016845703",Waving
"-0.32569974660873413,0.7612938284873962,-0.7830597162246704","-3.6544480323791504,-0.8867567181587219,6.086685657501221","-9.094237327575684,-12.649121284484863",Waving
"-0.40150439739227295,0.8364286422729492,-0.67067551612854","-3.692464828491211,-0.3673945367336273,7.357475757598877","-10.208794593811035,-14.402453422546387",Waving
"-0.4479605555534363,0.9085959792137146,-0.5552575588226318","-3.8713276386260986,-0.49691149592399597,8.362459182739258","-10.766073226928711,-15.41225528717041",Waving
"-0.3863990902900696,1.1323323249816895,-0.5846530795097351","-3.4599196910858154,-0.7806308269500732,10.366999626159668","-11.880631446838379,-17.127193450927734",Waving
"-0.3215627372264862,1.2833747863769531,-0.9479008913040161","-3.0521669387817383,0.6036611199378967,10.149639129638672","-12.437910079956055,-17.826171875",Waving
"-0.6000209450721741,0.8129388093948364,-1.0217097997665405","-3.375988721847534,2.6703226566314697,8.903390884399414","-12.995189666748047,-18.9246826171875",Waving
"-2.5366549491882324,-1.5199387073516846,-0.8604623675346375","-0.6842316389083862,2.039851188659668,3.6129322052001953","-14.109746932983398,-20.419828414916992",Waving
"-1.162268042564392,-0.258478045463562,0.10206449031829834","2.560286283493042,-2.041931629180908,0.38233986496925354","-14.667025566101074,-20.967327117919922",Waving
"-0.5664670467376709,-0.21937906742095947,0.12585365772247314","1.085222601890564,-1.87490975856781,0.16032810509204865","-15.781583786010742,-23.019428253173828",Waving
"-0.9222513437271118,-0.9653094410896301,-0.17360764741897583","-1.6341389417648315,-1.9015387296676636,0.1476418673992157","-16.338863372802734,-24.003076553344727",Waving
"-1.1065587997436523,-0.8686907291412354,-0.3404799699783325","0.630029559135437,-1.9436869621276855,-2.6877639293670654","-17.453420639038086,-26.06203842163086",Waving
"-1.0780308246612549,-0.6443504095077515,-0.5294047594070435","1.5967007875442505,-2.7491824626922607,-3.0246176719665527","-18.010700225830078,-20.05173110961914",Waving
"-1.045750379562378,0.011286377906799316,-0.8610805869102478","2.2805557250976562,-5.316869735717773,-2.9333255290985107","-19.12525749206543,-21.467594146728516",Waving
"-0.6075970530509949,0.7583840489387512,-0.9715845584869385","1.9385181665420532,-6.574789047241211,-3.5762009620666504","-19.488332748413086,-22.210824966430664",Waving
"-0.3965438902378082,1.06622314453125,-0.9897725582122803","1.2916020154953003,-6.642302989959717,-4.132592678070068","-13.752326965332031,-22.909954071044922",Waving
"-0.229233056306839,1.3980693817138672,-0.9684556722640991","0.12586559355258942,-6.31156587600708,-5.143060684204102","-13.752326965332031,-23.829957962036133",Waving
"-0.4453050494194031,1.2768864631652832,-1.1380829811096191","-0.4135398268699646,-5.975410461425781,-5.654721260070801","-10.979397773742676,-18.29279327392578",Waving
"-0.5407534837722778,1.1931571960449219,-1.260209560394287","-0.4104500114917755,-5.777067184448242,-5.9382123947143555","-10.979397773742676,-12.865707397460938",Waving
"-0.6865681409835815,1.1438827514648438,-1.5545852184295654","-0.08207881450653076,-5.784982681274414,-7.2477922439575195","-5.045578956604004,-13.097658157348633",Waving
"-0.44263672828674316,1.0324642658233643,-1.615670919418335","0.43773773312568665,-4.8761420249938965,-7.029441833496094","-5.045578956604004,-13.907926559448242",Waving
"-0.32676875591278076,0.9224408864974976,-1.799555778503418","0.8733411431312561,-4.092331886291504,-6.07725191116333","-5.045578956604004,-10.126359939575195",Waving
"0.5085955858230591,1.1309738159179688,-2.169745445251465","1.774512767791748,-4.612561225891113,-3.971818685531616","-5.045578956604004,-11.13680362701416",Waving
"1.2742499113082886,1.2269668579101562,-2.3241846561431885","2.317239284515381,-2.5088908672332764,-1.2521154880523682","-5.045578956604004,-12.435934066772461",Waving
"1.5846880674362183,1.164052963256836,-2.29504656791687","2.194763660430908,-0.9123598337173462,-0.22740355134010315","-5.045578956604004,-13.30854606628418",Waving
"0.7228777408599854,0.8692127466201782,-1.7196249961853027","1.7093579769134521,2.4621753692626953,0.1851925253868103","-5.045578956604004,-13.567243576049805",Waving
"-0.23357456922531128,0.42031824588775635,-2.009572982788086","2.4397270679473877,4.667267322540283,2.333078622817993","-5.045578956604004,-13.644735336303711",Waving
"-0.3905155062675476,0.36648014187812805,-1.808293342590332","2.8317856788635254,4.650457382202148,2.6297547817230225","-2.5299296379089355,-9.098714828491211",Waving
"-0.7266131639480591,0.3883305788040161,-1.6203869581222534","1.8077501058578491,4.956167221069336,2.395345449447632","-2.5299296379089355,-9.54043197631836",Waving
"-0.4642772078514099,0.12415003776550293,-1.710237741470337","0.528590977191925,4.71946382522583,0.5460668206214905","-2.5299296379089355,-9.696235656738281",Waving
"-0.2126624584197998,-0.01994955539703369,-1.6755015850067139","-0.06519357115030289,5.365025043487549,0.11692185699939728","-2.5299296379089355,-11.270279884338379",Waving
"-0.35294532775878906,-0.16724324226379395,-1.603148102760315","0.54810631275177,6.8362274169921875,0.5475411415100098","-2.5299296379089355,-12.082114219665527",Waving
"-0.5196914076805115,-0.03680664300918579,-1.3251625299453735","1.5798993110656738,6.9483962059021,1.6832857131958008","-2.5299296379089355,-13.105011940002441",Waving
"-0.490129292011261,-0.015900850296020508,-1.2500174045562744","1.6706221103668213,6.739243030548096,2.1296346187591553","-2.5299296379089355,-13.667520523071289",Waving
"-0.21462155878543854,0.05176609754562378,-1.0214641094207764","2.3147783279418945,6.217263698577881,2.251938581466675","-2.5299296379089355,-15.68566608428955",Waving
"-0.019016921520233154,0.30788880586624146,-0.8724381923675537","3.2325453758239746,6.569313049316406,2.252504348754883","-2.5299296379089355,-16.629854202270508",Waving
"-0.05935889482498169,0.37406909465789795,-0.9827020168304443","3.7071783542633057,6.498388767242432,2.5988876819610596","-2.5299296379089355,-17.74355697631836",Waving
"-0.3293485641479492,0.5911077260971069,-0.6411874294281006","3.6386725902557373,5.492642402648926,3.314558982849121","-2.5299296379089355,-18.75785255432129",Waving
"-1.6112197637557983,0.6155540347099304,-0.06262087821960449","1.2304073572158813,4.550230979919434,0.23498938977718353","-2.5299296379089355,-19.411741256713867",Waving
"-2.188035488128662,0.49583205580711365,0.6304931640625","0.42004531621932983,1.955888032913208,-1.0371365547180176","-2.5299296379089355,-18.93735694885254",Waving
"-1.6616601943969727,0.8480268120765686,1.0998332500457764","-1.2925955057144165,-1.8477035760879517,-3.1382663249969482","-2.5299296379089355,-18.152347564697266",Waving
"-1.055904746055603,0.40435990691185,0.4346967935562134","-3.557462692260742,-4.0483598709106445,-2.0099403858184814","-2.5299296379089355,-19.97246742248535",Waving
"-0.9191302061080933,0.3130626082420349,0.20383262634277344","-3.5275003910064697,-5.025204181671143,-1.0813897848129272","-2.5299296379089355,-20.68604850769043",Waving
"-0.7074464559555054,0.11535423994064331,-0.3066521883010864","-3.718982696533203,-6.489357948303223,-0.1516629308462143","-2.5299296379089355,-21.61850357055664",Waving
"-0.3669052720069885,0.04030323028564453,-0.8285185098648071","-3.8296189308166504,-6.688277721405029,-0.6435402631759644","-2.5299296379089355,-15.366049766540527",Waving
"-0.22920069098472595,-0.07751297950744629,-1.1447317600250244","-3.270519971847534,-6.59429931640625,-1.122114658355713","-2.5299296379089355,-10.921195983886719",Waving
"-0.0479934960603714,-0.1227712631225586,-1.2379324436187744","-1.8722095489501953,-6.295539379119873,-1.3405619859695435","-2.5299296379089355,-11.755660057067871",Waving
"0.4547336995601654,-0.27432823181152344,-1.5490233898162842","-1.2597501277923584,-5.420626640319824,-2.2310047149658203","-2.5299296379089355,-8.841283798217773",Waving
"0.4387825131416321,-0.2774900197982788,-1.454630970954895","-0.32312142848968506,-4.712793350219727,-2.0381429195404053","-2.5299296379089355,-10.477433204650879",Waving
"0.3930870294570923,-0.3484688401222229,-1.4819231033325195","1.4539915323257446,-5.131049633026123,-0.9089082479476929","-2.5299296379089355,-11.456562042236328",Waving
"0.20249319076538086,-0.3859217166900635,-1.3398411273956299","4.037365436553955,-4.443678379058838,-0.015839584171772003","-2.5299296379089355,-7.785525798797607",Waving
"0.10246163606643677,-0.47179198265075684,-1.3069496154785156","4.580387592315674,-3.9950661659240723,-0.32400673627853394","-2.5299296379089355,-8.894847869873047",Waving
"0.015136957168579102,-0.5670195817947388,-1.1581815481185913","4.647947788238525,-3.0206379890441895,-0.4484615921974182","-2.5299296379089355,-11.119481086730957",Waving
"-0.039510488510131836,-0.47846999764442444,-1.0551568269729614","2.2610621452331543,-1.7965145111083984,0.553554892539978","-2.5299296379089355,-12.147295951843262",Waving
"-0.08904480934143066,-0.5356260538101196,-0.9580280780792236","0.762362003326416,-1.2920392751693726,0.8076162338256836","-2.5299296379089355,-13.17252254486084",Waving
"-0.13526427745819092,-0.5339353680610657,-0.6458120346069336","1.0941574573516846,-0.05496259778738022,-0.46041491627693176","-3.6444873809814453,-15.169916152954102",Waving
"-0.22002768516540527,-0.2531483769416809,-0.4546254873275757","0.13831543922424316,-0.3518320620059967,-0.33475738763809204","-4.201766490936279,-16.276294708251953",Waving
"-0.16891872882843018,-0.29751458764076233,-0.4668945074081421","-0.7708587050437927,-0.34168970584869385,-0.47239595651626587","-5.316324234008789,-18.426406860351562",Waving
"0.08940303325653076,-0.3311198055744171,-0.36419904232025146","-1.3850950002670288,0.2187831848859787,-0.0676359310746193","-5.873602867126465,-18.973831176757812",Waving
"-0.07494693994522095,-0.33999478816986084,-0.6368496417999268","2.034592628479004,0.8349103331565857,-0.6022186279296875","-6.988161087036133,-20.490215301513672",Waving
"-0.3117557764053345,-0.04942065477371216,-0.4838982820510864","2.9538915157318115,0.6730875968933105,-0.20686812698841095","-7.545439720153809,-21.133831024169922",Waving
"-0.994763970375061,-0.13074444234371185,-0.4462388753890991","2.82014799118042,-1.0267884731292725,-0.6447439789772034","-8.102718353271484,-22.08603858947754",Waving
"-1.1355376243591309,0.049150124192237854,-0.041640520095825195","2.533611536026001,-1.6238985061645508,-4.636568069458008","-9.217276573181152,-24.138347625732422",Waving
"-0.8695362210273743,0.1818368136882782,0.05868339538574219","2.1603078842163086,-1.6325910091400146,-6.4044342041015625","-9.774555206298828,-25.190109252929688",Waving
"0.27379006147384644,0.4858063757419586,0.30190443992614746","2.411768674850464,-1.8231087923049927,-8.473753929138184","-10.889113426208496,-27.278995513916016",Waving
"1.1906323432922363,0.6619347929954529,0.32363641262054443","2.1047580242156982,-2.465404987335205,-6.442172050476074","-11.446392059326172,-27.635604858398438",Waving
"1.5881035327911377,0.8811227083206177,0.34058356285095215","0.9679255485534668,-2.3141183853149414,-5.060187339782715","-12.56095027923584,-18.99969482421875",Waving
"2.0499067306518555,0.9862787127494812,0.015215396881103516","-0.11204035580158234,-1.1623811721801758,-1.0948235988616943","-13.118228912353516,-19.1942138671875",Waving
"1.4447567462921143,0.9611712098121643,0.08758306503295898","1.1542298793792725,-0.9250934720039368,3.3149495124816895","-13.675507545471191,-19.873659133911133",Waving
"1.0614705085754395,0.8878995180130005,0.22638678550720215","1.7517873048782349,-0.7834063768386841,4.7924017906188965","-14.79006576538086,-21.177589416503906",Waving
"0.29631876945495605,0.5776503682136536,0.6041914224624634","2.2893662452697754,-0.4339351952075958,7.267836570739746","-15.347344398498535,-21.290990829467773",Waving
"-0.37437814474105835,0.6689467430114746,0.8432825207710266","1.3750098943710327,0.456523060798645,8.737736701965332","-15.190896987915039,-19.656322479248047",Waving
"-0.5675898194313049,0.7081031799316406,0.8658974170684814","0.527223527431488,0.46015188097953796,9.090542793273926","-15.190896987915039,-20.662704467773438",Waving
"-0.7998214960098267,0.662483811378479,0.6638631224632263","-1.9798908233642578,0.5768350958824158,9.557748794555664","-15.190896987915039,-22.534055709838867",Waving
"-0.7709881663322449,0.6621596813201904,0.29911720752716064","-4.073090553283691,1.5312352180480957,10.250771522521973","-15.190896987915039,-23.617572784423828",Waving
"-0.8340405225753784,0.8488137722015381,0.14416176080703735","-4.891244888305664,2.2809956073760986,10.732378959655762","-15.190896987915039,-25.75308609008789",Waving
